Q1	Massage oil Where I can buy good oil for massage?
Q1890_C1	RE: Clothes of Large sizes for men? There is also a SPLASH store in City Center (I guess it is 2nd floor West Wing), just ask the people in the store for the MAXIM section, there you will find something.  Regards!!!
Q1890_C2	RE: Clothes of Large sizes for men? true, go to splash and buy MAXIM type brand
Q1890_C3	RE: Clothes of Large sizes for men? thx alot...the answers are all helpful.
Q1890_C4	RE: Clothes of Large sizes for men? try splash at centrepoint mall in al sadd. plenty of choice there
Q1891	How to avoid burning of Steel while cooking?? Dear friends, can you tell me that how can stainless steel items can be prevented from burning during cooking on Gas oven. One by one, such items are getting black burning marks while cooking on Gas/fire Oven. . URGENT response required especially from HOUSE WIVES
Q1891_C1	RE: How to avoid burning of Steel while cooking?? TO AVOID BURNING UR POT WHILE UR COOKING???  1.PRESENCE OF MIND 2.COMMON SENSE 3.LOW FIRE 4.CLEAN THE STOVE AFTER COOKING 5.STIR IT FROM TIME TO TIME SPECIALLY DAL SOUP IF U DO THIS U WILL AVOID BURNING WITH UR POT'S.
Q1891_C2	RE: How to avoid burning of Steel while cooking?? If you are talking about the <b>outside</b> of a pot, rub a bar of soap all over the outside.  My husband is an avid outdoorsman & backpacker and this is the method he uses when cooking over an open fire. . .always works.
Q1891_C3	RE: How to avoid burning of Steel while cooking?? keep the flame to low or if you want fast cooking, apply claymud at the bottem of vessels.this way you can avoid!!
Q1892	Job Offer I'm new here. I am currently employed as Executive Secretary for almost 3 year in LPG Industry here in the Philippines and my past experiences is events management and customer service job. I have a job offer of 550 USD Basic + 80 USD free accommodation and transportation. I am a first timer. My question is, Is this enough? the job is admin/secretary in Doha, Qatar.
Q1892_C1	negotiate with your salary negotiate with your salary that is not enough and unfair for you
Q1892_C2	Averarage Salary 3,000 QR to 12,000 QR depending on Experience.
Q1892_C3	its that salary for a month? its that salary for a month? 550USD/month? are they kidding. its equal to QR2000/month. and USD80 (QR300) for accommodation?   don't risk your life.   here u will never get that QR300 of accommodation.
Q1892_C4	no way it's barely above what a housemaid would make.
Q1892_C5	yups don't take the risk and yups don't take the risk and search for better...
Q1892_C6	it's not enough, look for it's not enough, look for other offer
Q1892_C7	17000 QR + PLEASE ADVICE, 17000 QR + 3500 QR/PM HOUSING+ 2000 QR/PM TRANSPORT
Q1893	Hello Doha hi everyone.. im just new here in doha and looking for a place to relax and have fun..can anyone tell me places to go..?...
Q1893_C1	Sugar Qtr i agree with u but Sugar Qtr i agree with u but there is some similarity between her and misskeen...both are attention seekers :P
Q1893_C2	rebel, I'm new here and I rebel, I'm new here and I still haven't spotted misskeen. But if she is a good seeker, I'll notice her.    ~*Speak when you are angry and you will make the best speech you will ever regret*~
Q1893_C3	that profile pic that she`s that profile pic that she`s using is an actress in philippines,she`s pretty though XD
Q1893_C4	& WELCOME TO QATAR, ******& *************QATAR LIVING,
Q1893_C5	wallah, FS.."troll season".. wallah, FS.."troll season".. it looks like they multiply in heat. :)  and it is some particular kind of trolls, all sound the same...all of them have only 3 brain cell. One is focused on her own beauty (narcissism). Another is responsible for man hunting. And third - unstable and psychopathic - is a centre of lack of confidence, which is expressed in the maniacal obsession that everyone hates her... what a contradictive psycho case... it looks like an epidemic among trolls, I hope not contagious though, and will stay in their community only...  <i> <b> ********************* "What lies behind us and what lies before us are small compared to what lies within us."  </b> Oliver Wendell Holmes</i>   <img src="http://cdnll.img1.imagechef.com/w/080610/anmd46ebbf9c8c024ef.gif">
Q1893_C6	where aaaahhhhhh.. Drac!! where the h** did you dig it from??? naaah, habibi.. it helps only aginst the sunburn! I doubt there is any antidote agaist trolls.. :):)  <i> <b> ********************* "What lies behind us and what lies before us are small compared to what lies within us."  </b> Oliver Wendell Holmes</i>   <img src="http://cdnll.img1.imagechef.com/w/080610/anmd46ebbf9c8c024ef.gif">
Q1893_C7	QS: bookmarked 1 year ago. <a href="http://tinypic.com" target="_blank"><img src="http://i41.tinypic.com/oi56k2.jpg" border="0" alt="/">   <b>QS: bookmarked 1 year ago. too funny to forget it!</b> .sandeepkadian: Edited! Our secret,Ok? :)   <a href="http://tinypic.com" target="_blank"><img src="http://i27.tinypic.com/3469ks7.jpg" border="0" alt="
Q1893_C8	Dracula you applied milk Dracula you applied milk mixed with ****** too???? u really must hate trolls.   " Dont take life too seriously, you will never get out alive!!!"
Q1893_C9	the bruha need to rest... the bruha need to rest... its soooooo boring here... btw thanks for the hala card...   Let It Be.....
Q1893_C10	Well, we had fun. I thought Well, we had fun. I thought you were looking for it.
Q1893_C11	It **Ywaaaaaaannnnnnnnnnnnn** Its trollin season...lol     <a href="http://photobucket.com/images/funny" target="_blank"><img src="http://i244.photobucket.com/albums/gg12/N-A-T-A-S-J-A/Funny/smile.gif" border="0" alt="smile Pictures, Images and Photos"/></a>
Q1893_C12	I don't believe .... tat I don't believe .... tat someone actually bought her the Hala card .... hehehe ... freaks. Bruh so now u can call me for a date ... tomorrow wud b fine .... (frustrated) lolzz
Q1893_C13	welcome here in Doha....try welcome here in Doha....try malling in villagio, landmark, city center...visit some of the cultural places too here like islamic museum.....have fun...    Cogito...ergo, sum.....
Q1893_C14	superman ive been those malls.. kinda ok..but the islamic museum... do u call that museum??... new items,, noy clear from what era, who use it etc... its like a place tp fool ppl or should i say to tell ppl that we have money we can make a non-sense museum...   Let It Be.....
Q1893_C15	...... i mean....... not ...... i mean....... not clear    Let It Be.....
Q1893_C16	u remind me of misskeen :P u remind me of misskeen :P
Q1893_C17	Dont worry Its safe with Dont worry Its safe with me.. My post edited too ;-)  " Dont take life too seriously, you will never get out alive!!!"
Q1893_C18	sandeepkadian <a href="http://tinypic.com" target="_blank"><img src="http://i41.tinypic.com/oi56k2.jpg" border="0" alt="/">   <b>thanks mate, my post is edited again ,now!  Nobody will know!</b> .  <a href="http://tinypic.com" target="_blank"><img src="http://i27.tinypic.com/3469ks7.jpg" border="0" alt="
Q1893_C19	Dracula I tried everything nothing work ..   the best thing .. leave the topic and get a life .. unless u r jobless and have nothing to do but to post in a non-sense thread .. just like many others and keep biting my bait ..    Let It Be.....
Q1893_C20	Hi, Kabayan i know the place Hi, Kabayan i know the place u can relax. You can send me message and i will tour you doha. Keep in touch! Ingat!    Enjoy Life!
Q1893_C21	before we pass judgment we before we pass judgment we should all put ourselves in her shoes. yeah she has great cleavage but i used to go out with a troll and i could trust her.  when i lived in singapore i would often travel and my troll would often go about her daily routine of studying drama. only once did i come home early and to my surprise she was wearing a nurse outfit and her male study partner a police uniform. thankfully she advised they were just rehearsing for an upcoming play. she was a playing a naughty nurse.  it just proves that trolls are real and trustworthy.
Q1893_C22	lorena thanks..... maybe one day we can go out and have nice cup of coffee....   Let It Be.....
Q1893_C23	guys... i just come home guys... i just come home from villagio and i figure out i a MAN... happy now??...    one thing i also learn in this site only few having brain that is working....    Let It Be.....
Q1893_C24	Wlcome to Doha, Wlcome to Doha,
Q1893_C25	~*Speak when Cheap troll.  ~*Speak when you are angry and you will make the best speech you will ever regret*~
Q1893_C26	Uff, it's steaming hot! Uff, it's steaming hot!
Q1893_C27	she will become exotic girl she will become exotic girl 3... :)
Q1893_C28	.go to souq haraj, m sure .go to souq haraj, m sure you know how to get there:) . . . Talk to my crown...... .
Q1893_C29	lol sonaam...we got the same lol sonaam...we got the same brainwaves on that one hehehe :)
Q1893_C30	oh dear here we go again oh dear here we go again next will be the thread about all the PMs she gets...  ----- A wise young crackpot knows no fear - Ian Dury.
Q1893_C31	Welcome to Doha...BTW nice Welcome to Doha...BTW nice profile
Q1893_C32	HMM WELCOME TO DOHA MY DEAR,,,, TRY GO TO SEALINE
Q1893_C33	heyyyy pipol... take it easy on her...can't you see her profile...  FRIEND: JOHNPUR    <a href="http://www.glitterfy.com/" target="_blank"><img src="http://img10.glitterfy.com/graphics/175/perfect.gif" border="0"><br />Glitterfy.com - Glitter Graphics</a>
Q1893_C34	I send her a PM I sent her a PM and shez asking for a 10 riyal Hala card ... lolzz
Q1893_C35	Thanks for those who Thanks for those who welcomed me ...   others, keep hating me .. i love it .. *Tongue out*   Let It Be.....
Q1893_C36	Don't worry, mjamille. Don't worry, mjamille. Nobody sees you that way!
Q1893_C37	Where do all these girls Where do all these girls come from???? At least Exotic Girl is a regular poster and is trying to be good....  this one says men for fun and no commitments!
Q1893_C38	and if..., exiledsaint. Are and if..., exiledsaint. Are you afraid??
Q1893_C39	exiledsaint I came from where you couldn't be ..   Grow up people it;s just a profile ..   Let It Be.....
Q1893_C40	It's just a profile, and It's just a profile, and it's already changed. Do you know who you are, bruh, or are you still searching?
Q1893_C41	Hey Bruh Thanks for the compliment ... Although i'm not free ..   You buy one take one free ..
Q1893_C42	Ram is married, leave him Ram is married, leave him alone, troll! where in Doha did you see filipina 18-25 y.o. that has extra money for spending on man?  that was a bit too much.. :):)  <i> <b> ********************* "What lies behind us and what lies before us are small compared to what lies within us."  </b> Oliver Wendell Holmes</i>   <img src="http://cdnll.img1.imagechef.com/w/080610/anmd46ebbf9c8c024ef.gif">
Q1893_C43	qatarisun are u his wife??.. whats the prob im just asking is he free for fun...?? hhmmmm i smell something fishy running in ur mind.. is it green??..     Let It Be.....
Q1893_C44	oh my golly gosh!!!! oh my golly gosh!!!! RAM!!!!!!! long time no see!!!! sorry for hijack, just excited! how are you?!
Q1893_C45	but hey, at least someone but hey, at least someone keeps entertaining us.. QL is becoming so boring lately..  ok, EG, bruh, and others.. keep amusing us, Clowns!  <i> <b> ********************* "What lies behind us and what lies before us are small compared to what lies within us."  </b> Oliver Wendell Holmes</i>   <img src="http://cdnll.img1.imagechef.com/w/080610/anmd46ebbf9c8c024ef.gif">
Q1893_C46	Qatarisun u shouldn't have told her that i'm married .. let's read her mind ..     Witchstix: Thanks a lot for asking ... i'm just not having free time .. specially after my marriage and my future son who is on the way ..   Bruh: Did u read that??? stop playing around .. QL is not the right place.. just find another somewhere else
Q1893_C47	Is that you cassandra ponti? Is that you cassandra ponti? Im your avid fan and I've been following a lot of your gigs lately..Since when did you came to Doha? At least you are here now and  no need for me to watch TFC...Hope to see you soon and welcome to Doha...  <B>MO RIN...YUN LANG!!!<B>
Q1893_C48	ram im not playing... just looking for fun...u can even bring ur wife...    Let It Be.....
Q1893_C49	there is NOTHING to read there is NOTHING to read there, Ram.. :) better read some valuable book... how are you? looong time :) <i> <b> ********************* "What lies behind us and what lies before us are small compared to what lies within us."  </b> Oliver Wendell Holmes</i>   <img src="http://cdnll.img1.imagechef.com/w/080610/anmd46ebbf9c8c024ef.gif">
Q1893_C50	and why did u sent her a pm and why did u sent her a pm ..   expecting something for free??? men are always men  Let It Be.....
Q1893_C51	Not at all bruh I always pay the bill after I am done with the food :P
Q1893_C52	ram u look cute in ur profile.. are u free to have fun?...   Let It Be.....
Q1893_C53	exiledsaint copy cat of what??..u?!   Let It Be.....
Q1893_C54	You bet bruhildita...Im so You bet bruhildita...Im so friendly, you can even send pm to other member of filex group to ask how I go along with other people..Just relax here and ignore those negative comments and take all the good ones...take it from the expert..hehehehe!  <B>MO RIN...YUN LANG!!!<B>
Q1893_C55	Hi Welcome to doha, Have  a good time
Q1893_C56	starfaith25 - long time no starfaith25 - long time no see...where have you been? Its been awhile since the last time I saw you near Ramada..  how's the weather affecting you??  <B>MO RIN...YUN LANG!!!<B>
Q1893_C57	lol Sugar Qtr, surely not... lol Sugar Qtr, surely not... she's looking for places to go right? have you tried The Pearl? <a target="_blank" href="http://www.blingcheese.com/"><img src="http://i153.photobucket.com/albums/s235/revmyspace2/graphics/Misc/Smileys/smiley_25009t7y685v0e.gif" title="MySpace Comments" border="0"></a><br><a target="_blank" href="http://www.blingchees
Q1893_C58	Qatarisun Well i can see that really there is NOTHING to read ..   I bet she is not even in Qatar .. Just a troll ..   I'm doing fine .. thanks for asking .. how about u ??
Q1893_C59	Guys and gals, can you Guys and gals, can you please be good to bruhildita? she is here to make friends and not enemies..give her a break! and for those who dont like her, please feel free to hate her but dont judge her because you are not a judge..Am I making sense again here? LOLZ  <B>MO RIN...YUN LANG!!!<B>
Q1893_C60	north_me, you made sense, north_me, you made sense, but she started off on the wrong foot. She actually offered to pay for entertainment.  ~*Speak when you are angry and you will make the best speech you will ever regret*~
Q1893_C61	Sugar Qtr - Why need to pay? Sugar Qtr - Why need to pay? I can go for free of charge..I am easy to be with and there is no problem with my wife as long as i will go home on the same place..how is that? hihihihi!   <B>MO RIN...YUN LANG!!!<B>
Q1893_C62	north oh gosh,,... ur friendly.. ppl ddnt realize that the more they hate me the more i get famous...      mjamille:---btw ive been in the pearl last night.. its like a ghost town, empty buildings, boat and nothing to do or even to buy clothes are too old fashion..   Let It Be.....
Q1894	Entry Fees - Doha Zoo - Any Idea?. Hi Friends,  Does any one knw the entry fee for Doha Zoo?. Is it worth to see?.   I am glad to hear some siteseeing options in doha, coz my friend is visiting here for a short period tour.  Kind Regards Naz
Q1894_C1	RE: Entry Fees - Doha Zoo - Any Idea?. yes, there is entrance fee 5 riyal/head....its nice but singapore zoo is the best....
Q1894_C2	RE: Entry Fees - Doha Zoo - Any Idea?. If I remember correctly it is about QR7 per adult. Children for free. Fridays are family days.It is a regular Zoo with regular animals in it. Not modern type nor a big one, but great for Kids to experience. Mine love to go every time.  I have had a lot of fun riding the Quad Bikes in the Dunes behind Sealine beach resort if you like that type of outing ......
Q1894_C3	RE: Entry Fees - Doha Zoo - Any Idea?. Thanks guys.. i appreciate ur kind replies.Plz Suggest me some good place to visit also.
Q1894_C4	RE: Entry Fees - Doha Zoo - Any Idea?. dirt cheap, QR5/adult, QR2/child, disabled people free.
Q1894_C5	RE: Entry Fees - Doha Zoo - Any Idea?. QR5 entrance fee... Hint: Ducks are even kept for the show...
Q1895	Color changing mugs??? Where can I buy color changing mugs?  The ones that changes color when you put hot or cold water in.
Q1895_C1	Try any of the promotional Try any of the promotional gift shops.
Q1895_C2	i had these cups when i was i had these cups when i was kid...  now i dont know where these cups are available... if u find plz let me know
Q1895_C3	Please can you be specific Please can you be specific b2d, would like to buy them.
Q1895_C4	Please post from where the Please post from where the mugs are available.
Q1895_C5	We give away tons of them for We give away tons of them for free every year, don't know where to buy it though.
Q1895_C6	SOUQ WAQIF YOU CAN FIND THOSE CUPS IN SOUQ WAQIF....
Q1895_C7	SOUQ WAQIF YOU CAN FIND THOSE CUPS IN SOUQ WAQIF....
Q1895_C8	Where in Souq Waqif can I Where in Souq Waqif can I find them?
Q1896	are dogs allowed at the corniche in Qatar are pets allowed in the corniche for a walk
Q1896_C1	RE: are dogs allowed at the corniche in Qatar Technically there's nothing to stop you, but people have been accosted by unhappy locals and the police have been called on some occasions.  Better to find a baron patch of land somewhere. It's not likd there aren't plenty of areas like that around!
Q1896_C2	RE: are dogs allowed at the corniche in Qatar DOGS AND WORKERS FROM INDUSTRIEL AND SINGLE PEOPLE ARE ONLY ONE NOT ALLOWED IN CORNICHE
Q1896_C3	RE: are dogs allowed at the corniche in Qatar No dogs are not allowed. Its simple any thing which can disturb others are not alowed.
Q1897	Pull Up Bar Does anyone know where to get a Pull Up Bar(The kind of thing which you put in doorways to do pull-ups).I need it soon. Or is anyone selling one??
Q1897_C1	RE: Pull Up Bar check in Big Malls.....
Q1897_C2	RE: Pull Up Bar Please tell me once you've found one and where, preferably portable.
Q1897_C3	RE: Pull Up Bar Sports shop
Q1897_C4	RE: Pull Up Bar Villagio mall! the sports store next to fast food area, i bought mine there :))
Q1897_C5	RE: Pull Up Bar you can find it in SPORTS CORNER.... you can also fing PULL UP BAR in villagio where sports equipments are available
Q1898	Italians in Doha Hi,   I've just received an offer for an expat job in Doha, some 120.000$ and I'm wondering if there is an Italian comunity there  Diego
Q1898_C1	no imnatroll I make more than that and I am not a Treasury Specialist :-)) ROFL!!!!
Q1898_C2	verisimilitude My CEO earns hell no. of times than HIM. He is also not a treasury analyst right?.   What if you are in a bigger position than him ? :)
Q1898_C3	to Verisimilitude I see, do you have a full expat package ?
Q1898_C4	I've noticed a lot of people I've noticed a lot of people mentioning their salary on Qatarliving.   ~*Speak when you are angry and you will make the best speech you will ever regret*~
Q1898_C5	okay... seriously... I know a bunch of guys in one of the Multinational Banks in treasury who make more than that and this was two years ago... Having said that, I am no expert on finance... All I know is that these were guys with about 10 to 15 years work ex like Lorenteggio...
Q1898_C6	Loren... If its one of the national banks, the offer would be less than that of some of the multinational financial institutions... 'some'... not all...
Q1898_C7	Lorenteggio, it is alright. Lorenteggio, it is alright. You are not the first person to do so. But its just the way people could ask. Maybe something like, how much would suffice for a good life in Qatar. People on Qatarliving vary in status and the salaries vary as well. People earn QR2000 to QR 150000 a month. So, it might hurt people to know that others are making what they would save in 350 years.   Just my opinion.   I wish you a happy stay in Qatar once you arrive.   ~*Speak when you are angry and you will make the best speech you will ever regret*~
Q1898_C8	check the Groups tab. and check the Groups tab. and oh, no need to mention your salary:-)  usapa na...
Q1898_C9	Aracel Thanks, I've already look there and unfortunately there isn't an italian one. I mentioned the salary just to understand if it's reasonable or not  Diego
Q1898_C10	Whats YOUR position? I mean Whats YOUR position? I mean job prof?
Q1898_C11	I am not a troll Treasury Specialist
Q1898_C12	verisimilitude YOU serious? :#
Q1898_C13	We are both new to the forum We are both new to the forum so it is Ok. We will learn from each other. Welcome to Qatar in advance and I am sure you will have a pleasant time.   ~*Speak when you are angry and you will make the best speech you will ever regret*~
Q1898_C14	To Sugar Qtr Not yet decided, we will see
Q1898_C15	There is a thriving community.... There is a thriving community....with a very active embassy.  But why do you Italian guys keep switching-off the Aircon and opening the windows?...lol
Q1898_C16	i'm not in Ciao Lorenteggio i'm not in finance so couldn'tcomment how that offer compares with the local rate, but I would say that you have to judge how much better of you'll be than at home.  Cost of living is definitely higher than in italy, but depends a lot if you have accomodation included.  you're going to pay at least QAR14,000 per month for somewhere OK to live.  If it's only a little above average salary at home then I'd say it isn't going to make you a lot better off, but this depends on your tax situation.  Not sure how the italian tax works, but no tax payable here. You have to bear in mind that while Qatar is very safe and you can buy most things here (prosciuto excepted!), it's not the most comfortable or exciting place to live. so you'll end up spending a lot on flights and holidays to stay sane. Good luck FG
Q1898_C17	To fairgrace Thank for the comment; as far as I've seen cost of living is higher here in Europe than in Qatar thanks to the strong EUR
Q1898_C18	Lorenteggio, se ti capita Lorenteggio, se ti capita anche solo di venire qui qualche gg giusto per farti un idea di cosa sia vivere in Qatar (io ci sto da + di 1 anno) mandami  un msg in privato e ci mettiamo in comunicazione. Saluti Mauro PS: e' un OTTIMO salario se hai full expact benefits!!!
Q1898_C19	i know a black italian he looks really funny
Q1898_C20	I am an italian looking sorry , italian like looking, but do Italians have good courage, OMG, i don't have, my black and bald BIL scares me, he looks like an animal
Q1899	have you ever acted in anger .. and regreted it - or even felt good afterwards ..  I was intrigued by the actions of a pizza delivery guy who was so ticked off after a customer didn't give him a tip that he urinated on her front door.  So, any stories to share ?
Q1899_C1	thank you Thank you,
Q1900	where can I find a good colored Printer [ A3+ A4] SIZE ? Goodevening all,  where can I find a good colored Printer supports [ A3+ A4] SIZE ?  how much is the price for those printers ??  thanx alot
Q1900_C1	RE: where can I find a good colored Printer [ A3+ A4] SIZE ? go to Xerox on Salwa road. got good machines
Q1900_C2	RE: where can I find a good colored Printer [ A3+ A4] SIZE ? If you are not specific on laser printers, try Epson photo printers and you can get them from Computer Arabia S/Room near the midmac roundabout area....
Q1900_C3	RE: where can I find a good colored Printer [ A3+ A4] SIZE ? I looked around at a lot of places a few months ago for A3 printer, and Jarir and PC One only had one, the same one, but needed a good quality one, I managed to find an Epson one in Office 1, was bit pricey but its good as it's being used often.
Q1900_C4	RE: where can I find a good colored Printer [ A3+ A4] SIZE ? Epson  at pc one salwa road
Q1900_C5	RE: where can I find a good colored Printer [ A3+ A4] SIZE ? thanks alot guys.. Can u tell me the prices of the mentioned printers above ?
Q1900_C6	RE: where can I find a good colored Printer [ A3+ A4] SIZE ? A4 SIZE COLOUR PRINTER COSTING QR1100/- ONWARDS AND A3 SIZE QR14000/-APROX.BASED ON YOUR REQUIREMENT ONLY I CAN SUGGEST ONE ie DAILY USAGE FOR WHAT PURPOSE etc.OTHERWISE IF IT IS A SINGLETIME USAGE YOU CAN GET IT ON RENTAL BASIS
Q1901	which is the best indian restaurant in Qatar my budget is QR 250-300 and we are 2 of us!    kindly suggest!!!  regards, JH!
Q1901_C1	RE: which is the best indian restaurant in Qatar According to your budget, AALISHAN is the best in Muntaza area...
Q1901_C2	RE: which is the best indian restaurant in Qatar Bukhara located in the Khalifa Tennis court compound is a good one. If you want to attempt on weekends try to book your seats.  Good variety of vegetarian and Non-vegetarian range of Indian food.  try out - Cheers
Q1901_C3	RE: which is the best indian restaurant in Qatar No other doubts - Vasantha Bhavan - Bharat restaurant is the best. Will fit your budget too.
Q1901_C4	RE: which is the best indian restaurant in Qatar hey thanks.. lemme choose royal tandoor.. the name sounds nice... will get back with my feedback...
Q1901_C5	RE: which is the best indian restaurant in Qatar <p>thereare lots of indian restuarant all around doha like taj rasoi in mariot hotel ,chingari in ramaada plaza hotel,spice market in hotel w;those have the gud romantic nd a relaxed ambiance feeling with light sound ,live music..good one next economy type is asiana hotel and caravan restuarant those r better...chck thm out</p>
Q1902	foooood im extremely hungry , dont feel like going out anywhere, what should i eat?
Q1902_C1	lol, why so angry <a href="http://tinypic.com" target="_blank"><img src="http://i41.tinypic.com/oi56k2.jpg" border="0" alt="Image and video hosting by TinyPic"></a> lol, why so angry ? muhahahahahahahahaa :)
Q1903	electronic cigarettes on qatar living There are lots of people selling electronic cigarettes on qatar living , but most of these are from china , and not from the states so im not sure if they are safe ..anyone have tried them or have feedback?  Are normal cigarettes safer than smoking these electronic cigarettes
Q1903_C1	time to electronic what? O_O time to do some research.
Q1903_C2	I have been doing it for four I have been doing it for four days havent touched a cigarette
Q1903_C3	electronic cigarettes on qatar living CHECK THIS SITE  BY ENGLISH  http://www.qatarliving.com/node/2863776   AND THIS BY ARABIC  http://www.qatarliving.com/node/2863774   BEST REGARDS
Q1903_C4	egot just fantastic
Q1903_C5	Yeah im try it as well , its Yeah im try it as well , its really goood :)
Q1904	How to track lost mobile ? one of my friend lost his costly mobiles yesterday nite @ around 10 PM (two mobiles, HTC HD2 and Sony Ericsson M600i) in karwa taxi while travelling back from ramada to matar qadeem. whether it should be reported to police or we can approach karwa office ? what will be feasible.. ? suggestions please...
Q1904_C1	RE: How to track lost mobile ? I'd suggest you try both.
Q1904_C2	RE: How to track lost mobile ? wow looks very costly get the Imei number from the box of each cell phone that it to capital police and they will do their work
Q1904_C3	RE: How to track lost mobile ? i agree with first answer to report both
Q1904_C4	RE: How to track lost mobile ? mmm..lost world dude
Q1904_C5	RE: How to track lost mobile ? there is option in IPHONE 4 to trace your lost mobile and you can view it in MAP that where is located ,  i fond my one in Philippians , lol ,  haha , but i got my one through that ,
Q1904_C6	RE: How to track lost mobile ? Well here is the thing, It depends upon the system in place. If they want they can trace the mobile phone with approximate location. there is an IMEI of each mobile mobile. And when ever a mobile phone get registered to the network or makes a phone call or sends SMS, there is an entry recorded in database with SIM number + IMEI number. So if someone is using your friend's mobile phone, they definitely have the record of it. And they can trace the guy as well.  the best way is to goto Police and report it.
Q1904_C7	RE: How to track lost mobile ? Do not worry . Go to police station and they will register your complain and through your IMIE no they will trace your the lost phone even your cell is off even he remove your sim card. Through IMEI police will trace the  guy as well.
Q1905	voda fone hi can any one tell me where i get vosa fone mobile sim in qatar with thanks
Q1905_C1	RE: voda fone Corr;  He has typed in the correct name in the subject "Voda Fone" . It may be a typo mistake in the text. It is a global company and statring opearations from Mar 09. their Phone numbers will start from digit 7.
Q1905_C2	RE: voda fone It seems as the guy mis spelt the name, the correct name is Voda Fone. Actualy, Voda Fone Sims are not available now for purchase, till the Month of March in Villagio. Best of Luck
Q1905_C3	RE: voda fone Not yet available in the market; however, soon it will be as yesterday they start the marketing / promotion in Villagio at around 7:30pm.  That was FUN!!  Cheers..
Q1905_C4	RE: voda fone Adopt a cat or kitten from QAWS.  He or she will be healthy and you will have given a home to a homeless animal.  What better spirit for Eid or Christmas?
Q1905_C5	RE: voda fone sorry about that.....i answered the wrong question  :)
Q1905_C6	RE: voda fone you can get these in march and not before they'll probably began in villagio or citycentre
Q1906	Family Visa after meeting captain I met captain last Sunday for my wife resident visa. After 2 minutes queries, he said ok check after 2 days. It's been 5 days since i met the committee..as of now, no update. System still shows 'application rejected'. Anyone who has faced the same problem? please advise.
Q1906_C1	At the end of meeting he said At the end of meeting he said ok, you can check after 2 days. That's what all he said.
Q1906_C2	just keep trying. if they just keep trying. if they ignored ur papers resubmit again, that's what happen to me,
Q1906_C3	Captain The waiter in my favorite restaurant is called 'captain'...is he the same captain you're talking to? If he's the guy, I can tip him to accept your request!!
Q1906_C4	SalemSAJWe also have so SalemSAJ  We also have so called captain in plane, cruise ships and in the force.  Do you know these captain's as well?
Q1906_C5	pls send me message...we had pls send me message...we had the same problem..thanks
Q1907	How to become a member Hi,  I am from India.  I just want to become a member in any of the indian associations like indian ladies association, telugu asociation, etc.  Does anybody know whom to contact or anybody an existing member of associations like this.
Q1907_C1	thank you all for the thank you all for the information
Q1908	where is palm island(route)? where is palm island?
Q1908_C1	RE: where is palm island(route)? Palm Island Is the tiny island in the middle of Doha bay that you can see from the corniche.  It used to have a small amusement park on it and 2 restaurants.   They were demolished (old and rundown) for the Asian games and a beautiful water fountain was to take it's place.  Unfortunately as of right now all that is there is sand.
Q1908_C2	RE: where is palm island(route)? Palm Island is history now. It is a small Island off Corniche near Statue of Oryx, all the date palm trees are reloaceted to different parts of Doha.
Q1908_C3	RE: where is palm island(route)? Palm island is at cornich and now that may be called as barren island because all the palm tree removed before Asian games.you can have a close look while getting into a boat near the bida park
Q1909	Medical test for a one month visit visa person please help me in finding wether a medical test is required or not for a one month visit visa person,(as a rule).
Q1909_C1	RE: Medical test for a one month visit visa person no need even if you are coming from your country, you need it only once you decide to extend it for another period of time but i know that visit visa is good only for 30 days max unlike business visa which can be extended until 6 months.
Q1909_C2	RE: Medical test for a one month visit visa person Medical test is necessary if you decided to extend your stay after 30 days.
Q1910	Are there any good Night Clubs in Doha, if there is ,"Which is the best one? Hey i 'm new to Qatar,i just need QL users point of view about some nice entertainment taking place in Qatar.Your good suggestions please. ;)
Q1910_C1	RE: Are there any good Night Clubs in Doha, if there is ,... none
Q1911	How true that there are fake 500 and 100 bills circulating now in Qatar? ...then how will we know the genuine? Are there already public notifications?
Q1911_C1	RE: How true that there are fake 500 and 100 bills... where did u get this info.?
Q1912	Who is the best ENT specialist Doctor? Cheap and Best I have some problem in speaking loudly from one month, so please suggest me a good Doctor to dignose it.  Thanks in advance
Q1912_C1	RE: Who is the best ENT specialist Doctor? Cheap and Best go to Magrabi center beside Al Ahli Hospital. They have lot of patients and having operations from 3 to 10 patients almost everyday.
Q1912_C2	RE: Who is the best ENT specialist Doctor? Cheap and Best Please do not use 'cheap' and 'best' in the same sentence.
Q1912_C3	RE: Who is the best ENT specialist Doctor? Cheap and Best I will vote for Dr.Moopen in Al Rafa clinic but sorry I donnt know his fee as I always use my Insurance card in hospitals,but donnt go to Al-Magrabi as to expensive almost 300 Qr/visit & u have to wait almost half an hour to see a doctor even u have an appointment.Good luck.
Q1912_C4	RE: Who is the best ENT specialist Doctor? Cheap and Best yeah..."you pay peanuts, you get monkeys" as the saying goes.  i agree al rafa would be a your "best" bet.
Q1913	Looking for Quran Teacher in New Salata / Ramada area Hello, I am looking for a Quran teacher for my two children. We are closer to Al Arabi sports club in New Salata.  Thanks
